(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (H7)	C53H100N3O35P3FULLRCO2FULLR2CO2
(phosphoethanolaminyl-mannosyl),(phosphoethanolaminyl)-dimannosyl-glucosaminyl-acylphosphatidylinositol (H7')	C53H100N3O35P3FULLRCO2FULLR2CO2
(trimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (M4C)	C57H104N2O37P2FULLRCO2FULLR2CO2
({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol (M4B)	C59H110N3O40P3FULLRCO2FULLR2CO2
({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)	C59H110N3O40P3FULLRCO2FULLR2CO2X
1 acyl phosphoglycerol	C6H13O7PFULLRCO2
1,2,3,4-tetrahydro-beta-carboline	C11H13N2
1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)	C27H52O5
1,2-dehydrosalsolinol	C10H11NO2
1,4-benzothiazine-o-quinonimine	C12H11N2O5S
1,4-dithiothreitol	C4H10O2S2
1-(1,2,3,4,5-pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate	C17H22N2O7
1-Acylglycerol-3P-arach	
1-Acylglycerol-3P-lin	
1-Acylglycerol-3P-ol	
1-Acylglycerol-3P-palm	
1-Acylglycerol-3P-palmn	
1-Acylglycerol-3P-stea	
1-Alkyl-2-acetyl-sn-glycerol	C5H9O4R
1-Pyrroline-5-carboxylate	C5H6NO2
1-acyl-sn-glycerol 3-phosphate(2-)	C15H29O7P1
1-acylglycerone 3-phosphate(2-)	C4H4O7PR
1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen	C7H14O5NPFULLRFULLR2CO
1-alkyl 2-acteylglycerol 3-phosphocholine	C11H23O4NPFULLRCO2
1-alkyl 2-acylglycerol	C5H10O2FULLRFULLR2CO2
1-alkyl 2-acylglycerol 3-phosphate	C5H9O6PFULLRFULLR2CO
1-alkyl 2-acylglycerol 3-phosphocholine	C10H20O5NPFULLRFULLR2CO
1-alkyl 2-acylglycerol 3-phosphoethanolamine	C7H16O5NPFULLRFULLR2CO
1-alkyl 2-lysoglycerol 3-phosphocholine	C10H21O5NPFULLR
1-alkyl-2-acetyl-sn-glycerol 3-phosphate(2-)	C5H8O7PR
1-alkyl-sn-glycerol 3-phosphate(1-)	C3H6O6PR
1-alkyldihydroxyacetone phosphate	C3H4O6PFULLRC2H4
1-alpha,24R,25-Trihydroxyvitamin D2	C28H44O4
1-alpha,25-Dihydroxyvitamin D2	C28H44O3
1-deoxy-1-(N6-lysino)-D-fructose	C12H25N2O7
1-hydroperoxy-8-carboxyoctyl 3,4-epoxynon-(2E)-enyl ether	C18H31O6
1-lyso-2-arachidonoyl-phosphatidate	C23H37O7P
1-methylimidazole-4-acetaldehyde	C6H8N2O
1-methylnicotinamide	C7H9N2O
1-methylpyrrolinium	C5H10N
1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-)	C9H13O18P4FULLRCO2FULLR2CO2
1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-)	C9H14O15P3FULLRCO2FULLR2CO2
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)	C11H14O19P3R2
1-phosphatidyl-1D-myo-inositol 3-phosphate(3-)	C9H15O12P2FULLRCO2FULLR2CO2
1-phosphatidyl-1D-myo-inositol 4-phosphate(3-)	C9H15O12P2FULLRCO2FULLR2CO2
1-phosphatidyl-1D-myo-inositol 5-phosphate(3-)	C11H15O16P2R2
1-phosphatidyl-1D-myo-inositol(1-)	C9H16O9PFULLRCO2FULLR2CO2
1-piperideine-2-carboxylate	C6H9NO2
1-piperideine-6-carboxylate	C6H8NO2
1-pyrroline-2-carboxylate	C5H6NO2
1-pyrrolinium	C4H8N
10,11-dihydro-12-epi-leukotriene B4	C20H33O4
10,11-dihydro-12-oxo-LTB4	C20H31O4
10,11-dihydro-12R-hydroxy-leukotriene C4	C30H47N3O10S
10,11-dihydro-20-dihydroxy-LTB4	C20H33O6
10,11-dihydro-20-trihydroxy-leukotriene B4	C20H33O7
10,11-dihydro-LTB4-CoA	C41H64N7O19P3S
10,11-dihydro-leukotriene B4	C20H33O4
10-Formyltetrahydrofolate	C20H21N7O7
10-formyltetrahydrofolate-[Glu](5)	C40H45N11O19
10-formyltetrahydrofolate-[Glu](6)	C45H51N12O22
10-formyltetrahydrofolate-[Glu](7)	C50H57N13O25
10-hydroperoxy-H4-neuroprostane	C22H31O6
10-hydroxy-D4-neuroprostane	C22H31O5
10-hydroxy-E4-neuroprostane	C22H31O5
10-hydroxy-octadec-12Z-enoate-9-beta-D-glucuronide	C24H40O10
10-peroxy-docosahexaenoate	C22H30O4
10fthf5glu[c]	C40H45N11O19
11,12-EET	C20H31O3
11,15-cyclo-12,14-cycloperoxy-8-hydroperoxy-5Z,9E-eicosadienoic	C20H31O6
11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic acid	C20H33O5
11-HpODE	C18H31O4
11-cis-eicosenoate	C20H37O2
11-cis-eicosenoyl-CoA	C41H68N7O17P3S
11-cis-retinal	C20H28O
11-cis-retinol	C20H30O
11-dehydrothromboxane B2	C20H31O6
11-deoxycorticosterone	C21H30O3
11-deoxycortisol	C21H30O4
11-eicosenoylcoa	C41H68N7O17P3S
11-hydroperoxy-H4-neuroprostane	C22H31O6
11-hydroxy-D4-neuroprostane	C22H31O5
11-hydroxy-E4-neuroprostane	C22H31O5
11-octadecenoyl carnitine	C25H47NO4
11-octadecenoylcoa	C39H64N7O17P3S
11-peroxy-5Z,8Z,12E,14Z-eicosatetraenoate	C20H30O4
11-peroxy-docosahexaenoate	C22H30O4
11beta-Hydroxyandrost-4-ene-3,17-dione	C19H26O3
12 hydroxy arachidonic acid	C20H31O3
12(13)-EpOME	C18H31O3
12(S)-HPETE(1-)	C20H31O4
12,13-epoxy-9-alkoxy-10E-octadecenoate	C18H30O4
12,13-epoxy-9-hydroperoxy-10E-octadecenoate	C18H31O5
12,13-epoxylinoleic acid radical	C18H30O3
12,13-hydroxyoctadec-9(Z)-enoate	C18H33O4
12,20-DiHETE	C20H31O4
12,20-dioxo-leukotriene B4	C20H27O5
12-Hydroperoxyeicosa-5,8,10,14-tetraenoate	C20H31O4
12-O-D-glucuronoside-13-hydroxyoctadec-9Z-enoate	C24H40O10
12-hydroperoxyeicosatetraenoate glyceryl ester	C23H38O6
12-hydroxy-13-O-D-glucuronoside-octadec-9Z-enoate	C24H40O10
12-hydroxyeicosatetraenoate	C20H31O3
12-oxo-10,11-dihydro-20-COOH-LTB4	C20H28O6
12-oxo-20-carboxy-leukotriene B4	C20H26O6
12-oxo-20-dihydroxy-leukotriene B4	C20H29O6
12-oxo-20-hydroxy-leukotriene B4	C20H29O5
12-oxo-20-trihydroxy-leukotriene B4	C20H29O7
12-oxo-c-LTB3	C30H45N3O10S
12-oxo-leukotriene B4	C20H29O4
12-peroxy-5Z,8Z,10E,14Z-eicosatetraenoate	C20H30O4
12R-Hydroperoxyeicosatetraenoate	C20H31O4
12S-HHT	C17H27O3
13'-carboxy-alpha-tocopherol	C29H47O4
13'-carboxy-alpha-tocotrienol	C29H41O4
13'-carboxy-gama-tocopherol	C28H45O4
13'-carboxy-gama-tocotrienol	C28H39O4
13'-hydroxy-alpha-tocopherol	C29H50O3
13'-hydroxy-alpha-tocotrienol	C29H44O3
13'-hydroxy-gama-tocopherol	C28H48O3
13'-hydroxy-gama-tocotrienol	C28H42O3
13(S)-HPODE(1-)	C18H31O4
13,14-dihydro-15-oxo-lipoxin A4	C20H31O5
13,14-dihydroxy-retinol	C20H32O3
13,14-epoxy-retinol	C20H30O2
13-cis-oxo-retinoic acid	C20H27O3
13-cis-retinal	C20H28O
13-cis-retinoate	C20H27O2
13-cis-retinol	C20H30O
13-cis-retinoyl glucuronide	C26H35O8
13-cis-retinoyl-beta-D-glucuronide	C26H35O8
13-docosenoate	C22H41O2
13-docosenoylcoa	C43H72N7O17P3S
13-hydroperoxy-H4-neuroprostane	C22H31O6
13-hydroxy-D4-neuroprostane	C22H31O5
13-hydroxy-E4-neuroprostane	C22H31O5
13-oxo-9Z,11E-tridecadienoate	C13H19O3
13-oxy radical-octadecadienoate	C18H30O3
13E-tetranor-16-carboxy-LTE4	C19H25NO7S
13E-tetranor-16-oxo-16-CoA-LTE4	C40H56N8O22P3S2
14,15-DiHETE	C20H31O4
14,15-EET	C20H31O3
14-demethyllanosterol	C29H48O
14-hydroperoxy-H4-neuroprostane	C22H31O6
14-hydroxy-4,14-retro-retinol	C20H30O2
14-hydroxy-D4-neuroprostane	C22H31O5
14-hydroxy-E4-neuroprostane	C22H31O5
14-peroxy-docosahexaenoate	C22H30O4
15(R)-HEPE	C20H29O3
15(R)-Hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate	C20H31O3
15(R)-hydroperoxy-EPE	C20H29O4
15(S)-HEPE	C20H29O3
15(S)-HPETE(1-)	C20H31O4
15(S)-hydroperoxy-EPE	C20H29O4
15-dehydro-prostaglandin E1(1-)	C20H31O5
15-deoxy-PGD2	C20H29O4
15-deoxy-prostaglandin J2	C20H27O3
15-epi-lipoxin A4	C20H31O5
15-epi-lipoxin A5	C20H29O5
15-epi-lipoxin B4	C20H31O5
15-epi-lipoxin B5	C20H29O5
15-hydroperoxyeicosa-8Z,11Z,13E-trienoate	C20H33O4
15-hydroxy-(8Z,11Z,13E)-eicosatrienoate	C20H33O3
15-oxo-lipoxin A4	C20H29O5
15-tetracosenoate	C24H45O2
16(S)-hydroxy-18-oxo-18-CoA-LTE4	C42H62N8O23P3S2
16,18-oxo-18-CoA-dinor-LTE4	C42H60N8O23P3S2
16-Glucuronide-estriol	C24H32O9
16-peroxy-docosahexaenoate	C22H30O4
16E-18-oxo-18-CoA-dinor-LTE4	C42H60N8O22P3S2
16alpha-Hydroxyestrone	C18H22O3
16alpha-hydroxydehydroepiandrosterone	C19H28O3
17-hydroperoxy-H4-neuroprostane	C22H31O6
17-hydroxy-D4-neuroprostane	C22H31O5
17-hydroxy-E4-neuroprostane	C22H31O5
17-peroxy-docosahexaenoate	C22H30O4
17alpha-hydroxypregnenolone	C21H32O3
17alpha-hydroxypregnenolone sulfate	C21H31O6S
17alpha-hydroxyprogesterone	C21H30O3
17beta-estradiol 3-glucosiduronic acid	C24H32O8
17beta-estradiol-2,3-quinone	C18H22O3
17beta-estradiol-2,3-semiquinone	C18H22O3
17beta-estradiol-3,4-quinone	C18H22O3
17beta-estradiol-3,4-semiquinone	C18H22O3
17beta-hydroxy-5alpha-androstan-3-one	C19H30O2
18 hydroxy arachidonic acid	C20H31O3
18(R)-hydroxy-20-oxo-20-CoA-LTE4	C44H64N8O23P3S2
18,20-dioxo-20-CoA-leukotriene B4	C41H57N7O22P3S
18-CoA-18-oxo-dinorleukotriene B4	C39H55N7O21P3S
18-carboxy-dinor-LTE4	C21H29NO7S
18-hydroxy-all-trans-retinoate	C20H27O3
18E-20-oxo-20-CoA-LTB4	C41H57N7O21P3S
18E-20-oxo-20-CoA-LTE4	C44H62N8O22P3S2
18R-HEPE	C20H29O3
1D-myo-Inositol 1,3-bisphosphate	C6H10O12P2
1D-myo-Inositol 3,4-bisphosphate	C6H10O12P2
1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)	C6H8O18P4
1D-myo-inositol 1,3,4-trisphosphate(6-)	C6H9O15P3
1D-myo-inositol 1,4,5,6-tetrakisphosphate(8-)	C6H8O18P4
1D-myo-inositol 1,4,5-trisphosphate(6-)	C6H9O15P3
1D-myo-inositol 1-phosphate(2-)	C6H11O9P
1D-myo-inositol 3,4,5,6-tetrakisphosphate(8-)	C6H8O18P4
1D-myo-inositol 3-phosphate(2-)	C6H11O9P
1D-myo-inositol 4-phosphate(2-)	C6H11O9P
1alpha-hydroxy-23-carboxy-24,25,26,27-tetranorvitamin D3	C23H33O4
2',3'-cyclic UMP(1-)	C9H10N2O8P
2'-deoxyinosine 5'-phosphate(2-)	C10H11N4O7P
2(R),6-dimethyl-heptanoyl-CoA	C30H48N7O17P3S
2(S),6-dimethyl-heptanoyl-CoA	C30H48N7O17P3S
2,3-bisphosphonato-D-glycerate(5-)	C3H3O10P2
2,3-diketo-5-methylthio-1-phosphopentane	C6H9O6PS
2,3-epoxy-alpha-tocopheryl quinone	C29H50O4
2,4,7,10,13,16,19-docosaheptenoylcoa	C43H60N7O17P3S
2,4,7,10,13,16-docosahexenoylcoa	C43H62N7O17P3S
2,4,7,10,13-hexadecapentaenoylcoa	C37H52N7O17P3S
2,4,7,10,13-hexadecapentenoylcoa	C37H52N7O17P3S
2,4,7,10-hexadecatetraenoylcoa	C37H54N7O17P3S
2,4,7-decatrienoylcoa	C31H44N7O17P3S
2,4-decadienoylcoa	C31H46N7O17P3S
2,5,8,11,14-eicosapentaenoylcoa	C41H60N7O17P3S
2,5-Diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)- amino-4-oxopyrimidine	
